canton,mes,anio,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,IMERG_PRECTOT,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M
EL GUARCO,octubre,2014,,,14.5,11.47,25.03,0.97,0.98,0.95,-999.0,230.15,90.64,20.97,19.16,20.06,26.03,17.51,0.92,0.48
EL GUARCO,noviembre,2014,0.74,18.39,14.06,10.69,23.36,0.96,0.98,0.95,-999.0,195.71,89.54,20.85,18.85,19.85,25.63,17.36,0.81,0.43
EL GUARCO,diciembre,2014,,,13.34,10.16,22.32,0.96,0.97,0.94,-999.0,278.91,87.31,20.79,18.4,19.6,25.24,15.95,0.85,0.41
CARTAGO,enero,2014,76.4,1305.3,16.68,10.54,23.39,0.83,0.84,0.84,-999.0,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15
CARTAGO,febrero,2014,93.3,1417.9,19.05,11.25,25.22,0.73,0.73,0.74,-999.0,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16
CARTAGO,marzo,2014,58.225,862.9875000000001,19.73,11.81,26.58,0.63,0.63,0.63,-999.0,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14
CARTAGO,abril,2014,1.7499999999999998,18.7,16.52,11.91,26.59,0.63,0.64,0.66,-999.0,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14
CARTAGO,mayo,2014,1.925,46.7,16.18,11.91,26.22,0.72,0.73,0.75,-999.0,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14
CARTAGO,junio,2014,8.4,141.1,15.58,11.81,25.8,0.79,0.81,0.83,-999.0,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12
CARTAGO,julio,2014,9.8,206.67,14.55,11.82,25.93,0.92,0.94,0.92,-999.0,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12
CARTAGO,agosto,2014,94.025,2041.1825,15.47,11.96,26.28,0.96,0.98,0.95,-999.0,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13
CARTAGO,septiembre,2014,79.0,1839.0,16.22,11.99,26.23,0.97,0.99,0.96,-999.0,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14
CARTAGO,octubre,2014,17.2,419.6,14.5,11.47,25.03,0.97,0.99,0.96,-999.0,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14
CARTAGO,noviembre,2014,32.9,1008.955,14.06,10.69,23.36,0.96,0.98,0.95,-999.0,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13
CARTAGO,diciembre,2014,65.18,1875.385,13.34,10.16,22.32,0.96,0.98,0.95,-999.0,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15
ALVARADO,enero,2014,50.5,715.12,16.68,10.54,23.39,0.83,0.84,0.84,-999.0,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15
ALVARADO,febrero,2014,56.5,954.7,19.05,11.25,25.22,0.73,0.73,0.74,-999.0,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16
ALVARADO,marzo,2014,51.225,816.9274999999999,19.73,11.81,26.58,0.63,0.63,0.63,-999.0,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14
ALVARADO,abril,2014,81.19999999999996,1760.2,16.52,11.91,26.59,0.63,0.64,0.66,-999.0,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14
ALVARADO,mayo,2014,86.8,1875.6,16.18,11.91,26.22,0.72,0.73,0.75,-999.0,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14
ALVARADO,junio,2014,128.275,2904.38,15.58,11.81,25.8,0.79,0.81,0.83,-999.0,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12
ALVARADO,julio,2014,121.2687,3212.375,14.55,11.82,25.93,0.92,0.94,0.92,-999.0,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12
ALVARADO,agosto,2014,61.0,2757.83,15.47,11.96,26.28,0.96,0.98,0.95,-999.0,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13
ALVARADO,septiembre,2014,60.0,1429.0,16.22,11.99,26.23,0.97,0.99,0.96,-999.0,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14
ALVARADO,octubre,2014,56.0,1301.0,14.5,11.47,25.03,0.97,0.99,0.96,-999.0,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14
ALVARADO,noviembre,2014,65.39,1826.8798,14.06,10.69,23.36,0.96,0.98,0.95,-999.0,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13
ALVARADO,diciembre,2014,132.42,3534.6,13.34,10.16,22.32,0.96,0.98,0.95,-999.0,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15
TURRIALBA,enero,2015,5.6,119.0,16.45,10.55,23.43,0.92,0.93,0.91,-999.0,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16
TURRIALBA,febrero,2015,18.55,525.925,17.32,11.27,25.12,0.85,0.86,0.86,-999.0,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16
TURRIALBA,marzo,2015,1.4,30.0,19.15,11.97,26.79,0.76,0.77,0.77,-999.0,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16
TURRIALBA,abril,2015,7.7,183.0,18.01,12.06,26.85,0.69,0.69,0.7,-999.0,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14
TURRIALBA,mayo,2015,29.6,878.0,15.06,11.9,26.08,0.72,0.73,0.75,-999.0,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13
TURRIALBA,junio,2015,35.35,879.45,14.88,11.78,25.71,0.85,0.86,0.87,-999.0,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14
TURRIALBA,julio,2015,58.45,1415.15,14.27,11.86,25.99,0.9,0.91,0.9,-999.0,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13
TURRIALBA,agosto,2015,76.8,2053.47,15.82,11.88,26.16,0.89,0.9,0.89,-999.0,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11
TURRIALBA,septiembre,2015,8.4,199.2,15.65,11.85,25.99,0.9,0.92,0.91,-999.0,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13
TURRIALBA,octubre,2015,7.7,190.9,15.79,11.28,24.69,0.95,0.97,0.94,-999.0,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15
TURRIALBA,noviembre,2015,14.7,356.8999999999999,14.58,10.69,23.28,0.96,0.98,0.95,-999.0,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16
TURRIALBA,diciembre,2015,3.15,91.3,15.69,10.13,22.27,0.91,0.92,0.9,-999.0,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15
OREAMUNO,enero,2015,36.4,848.0,16.45,10.55,23.43,0.92,0.93,0.91,-999.0,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16
OREAMUNO,febrero,2015,62.2,1467.0,17.32,11.27,25.12,0.85,0.86,0.86,-999.0,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16
OREAMUNO,marzo,2015,102.8,2269.815,19.15,11.97,26.79,0.76,0.77,0.77,-999.0,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16
OREAMUNO,abril,2015,29.95,697.28,18.01,12.06,26.85,0.69,0.69,0.7,-999.0,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14
OREAMUNO,mayo,2015,8.4,194.0,15.06,11.9,26.08,0.72,0.73,0.75,-999.0,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13
OREAMUNO,junio,2015,7.699999999999999,182.2,14.88,11.78,25.71,0.85,0.86,0.87,-999.0,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14
OREAMUNO,julio,2015,18.375,441.975,14.27,11.86,25.99,0.9,0.91,0.9,-999.0,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13
OREAMUNO,agosto,2015,60.9,1339.6,15.82,11.88,26.16,0.89,0.9,0.89,-999.0,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11
OREAMUNO,septiembre,2015,102.7,2333.6,15.65,11.85,25.99,0.9,0.92,0.91,-999.0,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13
OREAMUNO,octubre,2015,93.7,2194.56,15.79,11.28,24.69,0.95,0.97,0.94,-999.0,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15
OREAMUNO,noviembre,2015,57.275,1530.0700000000002,14.58,10.69,23.28,0.96,0.98,0.95,-999.0,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16
OREAMUNO,diciembre,2015,53.34,1341.4045,15.69,10.13,22.27,0.91,0.92,0.9,-999.0,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15
EL GUARCO,enero,2015,2.1,37.0,16.45,10.55,23.43,0.88,0.89,0.89,-999.0,121.79,82.23,20.67,17.34,19.01,25.39,16.59,1.62,0.49
EL GUARCO,febrero,2015,0.049,0.8134,17.32,11.27,25.12,0.78,0.78,0.8,-999.0,81.75,79.69,20.89,16.94,18.91,27.04,16.62,1.42,0.49
EL GUARCO,marzo,2015,3.018,49.4462,19.15,11.97,26.79,0.7,0.7,0.7,-999.0,62.57,74.41,21.65,16.4,19.02,28.43,16.33,1.45,0.48
EL GUARCO,abril,2015,0.4,8.0,18.01,12.06,26.85,0.67,0.67,0.69,-999.0,122.0,77.55,22.42,17.84,20.13,28.54,16.79,1.11,0.45
EL GUARCO,mayo,2015,0.7,13.0,15.06,11.9,26.08,0.73,0.74,0.79,-999.0,302.88,84.05,22.15,19.02,20.59,28.06,16.74,0.95,0.42
EL GUARCO,junio,2015,,,14.88,11.78,25.71,0.9,0.91,0.91,-999.0,350.32,89.71,22.23,20.27,21.25,27.0,19.3,0.93,0.44
EL GUARCO,julio,2015,2.534,58.11659999999999,14.27,11.86,25.99,0.95,0.96,0.94,-999.0,293.79,88.29,21.68,19.44,20.56,27.06,17.92,0.82,0.39
EL GUARCO,agosto,2015,1.2,17.4,15.82,11.88,26.16,0.94,0.95,0.93,-999.0,196.15,86.1,21.9,19.22,20.56,27.1,17.87,0.81,0.41
EL GUARCO,septiembre,2015,0.7,12.5,15.65,11.85,25.99,0.95,0.96,0.94,-999.0,298.02,88.94,21.7,19.56,20.63,26.63,16.95,0.81,0.45
EL GUARCO,octubre,2015,4.613,110.751,15.79,11.28,24.69,0.97,0.99,0.96,-999.0,414.12,90.42,21.66,19.79,20.73,26.42,18.63,0.91,0.5
EL GUARCO,noviembre,2015,2.738,63.738,14.58,10.69,23.28,0.97,0.99,0.96,-999.0,264.42,90.9,21.38,19.62,20.5,25.89,17.98,0.92,0.49
EL GUARCO,diciembre,2015,31.85,1204.3300000000002,15.69,10.13,22.27,0.91,0.92,0.9,-999.0,134.46,84.98,22.06,19.2,20.62,26.44,18.09,0.9,0.39
CARTAGO,enero,2015,79.85,1638.0,16.45,10.55,23.43,0.92,0.93,0.91,-999.0,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16
CARTAGO,febrero,2015,32.65,715.9,17.32,11.27,25.12,0.85,0.86,0.86,-999.0,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16
CARTAGO,marzo,2015,105.05,2597.245,19.15,11.97,26.79,0.76,0.77,0.77,-999.0,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16
CARTAGO,abril,2015,74.4,1862.0,18.01,12.06,26.85,0.69,0.69,0.7,-999.0,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14
CARTAGO,mayo,2015,35.3,878.0,15.06,11.9,26.08,0.72,0.73,0.75,-999.0,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13
CARTAGO,junio,2015,72.4,1775.88,14.88,11.78,25.71,0.85,0.86,0.87,-999.0,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14
CARTAGO,julio,2015,78.4,2023.125,14.27,11.86,25.99,0.9,0.91,0.9,-999.0,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13
CARTAGO,agosto,2015,105.665,2675.6455,15.82,11.88,26.16,0.89,0.9,0.89,-999.0,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11
CARTAGO,septiembre,2015,212.05,5111.900000000001,15.65,11.85,25.99,0.9,0.92,0.91,-999.0,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13
CARTAGO,octubre,2015,68.6,1734.5,15.79,11.28,24.69,0.95,0.97,0.94,-999.0,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15
CARTAGO,noviembre,2015,50.75,1231.411,14.58,10.69,23.28,0.96,0.98,0.95,-999.0,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16
CARTAGO,diciembre,2015,57.4,1355.42,15.69,10.13,22.27,0.91,0.92,0.9,-999.0,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15
ALVARADO,enero,2015,48.6,1198.5,16.45,10.55,23.43,0.92,0.93,0.91,-999.0,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16
ALVARADO,febrero,2015,52.5,1133.45,17.32,11.27,25.12,0.85,0.86,0.86,-999.0,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16
ALVARADO,marzo,2015,74.58,1621.417,19.15,11.97,26.79,0.76,0.77,0.77,-999.0,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16
ALVARADO,abril,2015,59.3,1395.0,18.01,12.06,26.85,0.69,0.69,0.7,-999.0,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14
ALVARADO,mayo,2015,92.9,2188.0,15.06,11.9,26.08,0.72,0.73,0.75,-999.0,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13
ALVARADO,junio,2015,87.60000000000001,2207.2,14.88,11.78,25.71,0.85,0.86,0.87,-999.0,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14
ALVARADO,julio,2015,78.27000000000001,1945.135,14.27,11.86,25.99,0.9,0.91,0.9,-999.0,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13
ALVARADO,agosto,2015,75.6,1893.1,15.82,11.88,26.16,0.89,0.9,0.89,-999.0,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11
ALVARADO,septiembre,2015,122.2,3286.9,15.65,11.85,25.99,0.9,0.92,0.91,-999.0,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13
ALVARADO,octubre,2015,79.6,1966.91,15.79,11.28,24.69,0.95,0.97,0.94,-999.0,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15
ALVARADO,noviembre,2015,64.75,1627.66,14.58,10.69,23.28,0.96,0.98,0.95,-999.0,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16
ALVARADO,diciembre,2015,84.875,2146.588,15.69,10.13,22.27,0.91,0.92,0.9,-999.0,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15
TURRIALBA,enero,2016,7.0,165.6,17.86,10.55,23.42,0.81,0.81,0.82,-999.0,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17
TURRIALBA,febrero,2016,0.7,16.6,18.56,11.38,25.38,0.75,0.75,0.77,-999.0,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15
TURRIALBA,marzo,2016,,,18.38,11.39,25.65,0.66,0.65,0.65,-999.0,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14
TURRIALBA,abril,2016,,,18.2,12.04,26.85,0.62,0.62,0.62,-999.0,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14
TURRIALBA,mayo,2016,,,16.4,11.93,26.2,0.63,0.64,0.66,-999.0,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13
TURRIALBA,junio,2016,,,15.7,11.89,26.02,0.81,0.83,0.85,-999.0,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14
TURRIALBA,julio,2016,11.199999999999998,289.67,14.47,11.88,26.04,0.89,0.9,0.9,-999.0,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11
TURRIALBA,agosto,2016,23.1,616.69,15.64,12.1,26.53,0.91,0.92,0.91,-999.0,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14
TURRIALBA,septiembre,2016,49.35,1261.6,16.22,11.98,26.25,0.94,0.96,0.93,-999.0,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14
TURRIALBA,octubre,2016,11.55,329.13,14.71,11.49,25.07,0.96,0.98,0.95,-999.0,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14
TURRIALBA,noviembre,2016,1.75,45.54,11.98,10.64,23.21,0.97,0.98,0.96,-999.0,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16
TURRIALBA,diciembre,2016,42.14,1112.75,14.46,10.25,22.51,0.96,0.98,0.94,-999.0,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14
OREAMUNO,enero,2016,54.7,1190.9,17.86,10.55,23.42,0.81,0.81,0.82,-999.0,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17
OREAMUNO,febrero,2016,75.0,1659.95,18.56,11.38,25.38,0.75,0.75,0.77,-999.0,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15
OREAMUNO,marzo,2016,160.65,3386.75,18.38,11.39,25.65,0.66,0.65,0.65,-999.0,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14
OREAMUNO,abril,2016,103.08,2245.98,18.2,12.04,26.85,0.62,0.62,0.62,-999.0,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14
OREAMUNO,mayo,2016,40.95,927.5250000000004,16.4,11.93,26.2,0.63,0.64,0.66,-999.0,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13
OREAMUNO,junio,2016,44.27499999999999,1166.9799999999998,15.7,11.89,26.02,0.81,0.83,0.85,-999.0,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14
OREAMUNO,julio,2016,42.875,1046.0075000000002,14.47,11.88,26.04,0.89,0.9,0.9,-999.0,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11
OREAMUNO,agosto,2016,105.0,2699.7825000000003,15.64,12.1,26.53,0.91,0.92,0.91,-999.0,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14
OREAMUNO,septiembre,2016,98.875,2347.655,16.22,11.98,26.25,0.94,0.96,0.93,-999.0,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14
OREAMUNO,octubre,2016,65.1,1767.07,14.71,11.49,25.07,0.96,0.98,0.95,-999.0,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14
OREAMUNO,noviembre,2016,57.755,1526.165,11.98,10.64,23.21,0.97,0.98,0.96,-999.0,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16
OREAMUNO,diciembre,2016,125.475,3181.765,14.46,10.25,22.51,0.96,0.98,0.94,-999.0,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14
EL GUARCO,enero,2016,2.1,49.7,17.86,10.55,23.42,0.8,0.8,0.82,-999.0,52.03,81.71,21.29,17.78,19.53,26.26,16.65,1.19,0.48
EL GUARCO,febrero,2016,2.1,49.7,18.56,11.38,25.38,0.7,0.69,0.7,-999.0,74.87,74.68,21.97,16.86,19.42,28.43,17.17,1.93,0.57
EL GUARCO,marzo,2016,0.7849999999999999,15.62,18.38,11.39,25.65,0.63,0.62,0.61,-999.0,30.01,72.51,23.23,17.35,20.29,30.53,16.88,1.04,0.46
EL GUARCO,abril,2016,0.44,11.41,18.2,12.04,26.85,0.61,0.61,0.61,-999.0,86.62,76.45,23.14,18.07,20.61,30.14,17.13,1.08,0.49
EL GUARCO,mayo,2016,1.925,41.5,16.4,11.93,26.2,0.68,0.69,0.74,-999.0,270.2,84.87,22.68,19.65,21.17,28.47,17.91,0.81,0.43
EL GUARCO,junio,2016,0.35,8.715,15.7,11.89,26.02,0.84,0.85,0.88,-999.0,299.53,90.02,21.67,19.73,20.7,26.09,18.69,0.75,0.46
EL GUARCO,julio,2016,2.45,68.06,14.47,11.88,26.04,0.92,0.93,0.92,-999.0,321.4,86.77,21.28,18.71,20.0,26.07,17.62,0.77,0.4
EL GUARCO,agosto,2016,,,15.64,12.1,26.53,0.94,0.96,0.93,-999.0,324.92,89.69,21.63,19.63,20.63,26.09,18.65,0.81,0.47
EL GUARCO,septiembre,2016,,,16.22,11.98,26.25,0.97,0.98,0.95,-999.0,256.08,89.06,21.29,19.14,20.22,26.27,18.19,0.76,0.45
EL GUARCO,octubre,2016,1.7499999999999998,38.09,14.71,11.49,25.07,0.97,0.98,0.95,-999.0,338.21,93.24,21.07,19.75,20.41,26.3,17.54,1.09,0.58
EL GUARCO,noviembre,2016,1.5749999999999995,34.36,11.98,10.64,23.21,0.98,0.99,0.97,-999.0,467.07,93.29,20.72,19.43,20.07,26.06,17.59,0.97,0.55
EL GUARCO,diciembre,2016,4.325999999999999,94.41,14.46,10.25,22.51,0.96,0.98,0.94,-999.0,178.09,87.8,20.51,18.21,19.36,24.77,16.76,0.97,0.41
CARTAGO,enero,2016,73.2,1461.4,17.86,10.55,23.42,0.81,0.81,0.82,-999.0,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17
CARTAGO,febrero,2016,50.6,1407.5,18.56,11.38,25.38,0.75,0.75,0.77,-999.0,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15
CARTAGO,marzo,2016,57.05,1679.55,18.38,11.39,25.65,0.66,0.65,0.65,-999.0,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14
CARTAGO,abril,2016,17.5,491.5700000000001,18.2,12.04,26.85,0.62,0.62,0.62,-999.0,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14
CARTAGO,mayo,2016,8.75,197.54,16.4,11.93,26.2,0.63,0.64,0.66,-999.0,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13
CARTAGO,junio,2016,,,15.7,11.89,26.02,0.81,0.83,0.85,-999.0,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14
CARTAGO,julio,2016,20.65,509.205,14.47,11.88,26.04,0.89,0.9,0.9,-999.0,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11
CARTAGO,agosto,2016,104.825,2476.72,15.64,12.1,26.53,0.91,0.92,0.91,-999.0,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14
CARTAGO,septiembre,2016,68.80999999999999,1551.8925000000004,16.22,11.98,26.25,0.94,0.96,0.93,-999.0,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14
CARTAGO,octubre,2016,56.49000000000001,1367.01,14.71,11.49,25.07,0.96,0.98,0.95,-999.0,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14
CARTAGO,noviembre,2016,41.650000000000006,1044.6425,11.98,10.64,23.21,0.97,0.98,0.96,-999.0,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16
CARTAGO,diciembre,2016,47.78,1078.505,14.46,10.25,22.51,0.96,0.98,0.94,-999.0,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14
ALVARADO,enero,2016,83.33,2119.1,17.86,10.55,23.42,0.81,0.81,0.82,-999.0,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17
ALVARADO,febrero,2016,42.7,1122.83,18.56,11.38,25.38,0.75,0.75,0.77,-999.0,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15
ALVARADO,marzo,2016,92.41,2302.15,18.38,11.39,25.65,0.66,0.65,0.65,-999.0,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14
ALVARADO,abril,2016,130.54,3135.25,18.2,12.04,26.85,0.62,0.62,0.62,-999.0,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14
ALVARADO,mayo,2016,93.3184,2164.514669999999,16.4,11.93,26.2,0.63,0.64,0.66,-999.0,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13
ALVARADO,junio,2016,149.247,3990.2665,15.7,11.89,26.02,0.81,0.83,0.85,-999.0,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14
ALVARADO,julio,2016,140.448,3882.5242,14.47,11.88,26.04,0.89,0.9,0.9,-999.0,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11
ALVARADO,agosto,2016,109.823,2759.1192,15.64,12.1,26.53,0.91,0.92,0.91,-999.0,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14
ALVARADO,septiembre,2016,83.95100000000001,2044.4394000000011,16.22,11.98,26.25,0.94,0.96,0.93,-999.0,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14
ALVARADO,octubre,2016,63.482,1619.9413,14.71,11.49,25.07,0.96,0.98,0.95,-999.0,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14
ALVARADO,noviembre,2016,82.36500000000001,2293.26,11.98,10.64,23.21,0.97,0.98,0.96,-999.0,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16
ALVARADO,diciembre,2016,114.69,3302.34,14.46,10.25,22.51,0.96,0.98,0.94,-999.0,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14
TURRIALBA,enero,2017,6.859999999999999,197.1468,18.57,10.68,23.77,0.9,0.91,0.89,-999.0,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15
TURRIALBA,febrero,2017,7.069999999999999,191.682,19.08,11.44,25.57,0.77,0.78,0.79,-999.0,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17
TURRIALBA,marzo,2017,,,20.39,12.2,27.21,0.68,0.68,0.69,-999.0,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15
TURRIALBA,abril,2017,4.199999999999999,124.2,18.35,12.06,26.77,0.67,0.68,0.69,-999.0,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14
TURRIALBA,mayo,2017,7.7,222.732,15.92,12.14,26.45,0.85,0.87,0.88,-999.0,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15
TURRIALBA,junio,2017,64.05,1841.89,15.48,12.01,26.21,0.97,0.99,0.96,-999.0,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15
TURRIALBA,julio,2017,11.9,346.93,14.56,11.97,26.2,0.96,0.98,0.95,-999.0,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11
TURRIALBA,agosto,2017,5.949999999999999,166.84199999999998,16.27,12.19,26.68,0.96,0.97,0.94,-999.0,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14
TURRIALBA,septiembre,2017,9.1,247.158,16.23,12.1,26.41,0.97,0.99,0.96,-999.0,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15
