canton,mes,anio,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,IMERG_PRECTOT,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M
CARTAGO,agosto,2019,115.36,2788.91,15.01,12.01,26.4,0.92,0.94,0.92,-999.0,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12
CARTAGO,septiembre,2019,62.37000000000002,1498.2659999999994,15.45,12.0,26.3,0.95,0.97,0.94,-999.0,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14
CARTAGO,octubre,2019,35.385,868.158,15.4,11.45,25.03,0.98,0.99,0.96,-999.0,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15
CARTAGO,noviembre,2019,34.08,870.05,15.06,10.67,23.42,0.96,0.98,0.95,-999.0,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13
CARTAGO,diciembre,2019,48.010000000000005,1276.2,14.36,10.12,22.29,0.93,0.95,0.92,-999.0,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14
ALVARADO,enero,2019,83.62,2110.2034,18.42,10.52,23.48,0.73,0.73,0.74,-999.0,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15
ALVARADO,febrero,2019,81.02499999999999,2017.98304,19.23,11.2,25.13,0.62,0.62,0.62,-999.0,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15
ALVARADO,marzo,2019,42.537,1008.43344,19.46,12.06,26.98,0.63,0.63,0.64,-999.0,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15
ALVARADO,abril,2019,125.5,3127.98,17.41,12.02,26.83,0.63,0.64,0.64,-999.0,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14
ALVARADO,mayo,2019,98.81899999999996,2496.734640000001,15.13,12.17,26.64,0.78,0.8,0.82,-999.0,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14
ALVARADO,junio,2019,84.0,2292.732,16.38,11.91,26.05,0.91,0.92,0.91,-999.0,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14
ALVARADO,julio,2019,47.73,1416.464,16.34,11.97,26.3,0.93,0.95,0.92,-999.0,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12
ALVARADO,agosto,2019,75.25,2244.5040000000004,15.01,12.01,26.4,0.92,0.94,0.92,-999.0,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12
ALVARADO,septiembre,2019,49.96,1400.64,15.45,12.0,26.3,0.95,0.97,0.94,-999.0,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14
ALVARADO,octubre,2019,29.049999999999997,755.5500000000001,15.4,11.45,25.03,0.98,0.99,0.96,-999.0,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15
ALVARADO,noviembre,2019,65.63,2000.86,15.06,10.67,23.42,0.96,0.98,0.95,-999.0,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13
ALVARADO,diciembre,2019,34.23,833.6300000000001,14.36,10.12,22.29,0.93,0.95,0.92,-999.0,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14
TURRIALBA,enero,2020,15.399999999999997,455.3999999999999,15.95,10.51,23.3,0.89,0.91,0.89,-999.0,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15
TURRIALBA,febrero,2020,23.45,800.6800000000001,19.76,11.33,25.38,0.81,0.81,0.82,-999.0,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16
TURRIALBA,marzo,2020,10.5,339.066,22.22,12.25,27.48,0.68,0.67,0.68,-999.0,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15
TURRIALBA,abril,2020,41.58,1533.456,17.83,11.84,26.44,0.65,0.66,0.68,-999.0,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15
TURRIALBA,mayo,2020,44.1,1309.3163999999997,15.58,11.88,26.04,0.72,0.73,0.76,-999.0,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13
TURRIALBA,junio,2020,49.98,1694.664,15.27,11.85,25.81,0.9,0.92,0.91,-999.0,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14
TURRIALBA,julio,2020,47.67,1555.07,15.97,11.98,26.12,0.94,0.96,0.93,-999.0,216.41,90.94,20.28,18.47,19.38,25.75,14.07,1.0,0.12
TURRIALBA,agosto,2020,56.56,2012.62,15.82,12.07,26.39,0.93,0.95,0.92,-999.0,242.73,90.98,20.66,18.83,19.75,27.24,14.97,0.88,0.13
TURRIALBA,septiembre,2020,41.86,1486.0116,16.92,12.08,26.34,0.95,0.97,0.94,-999.0,266.41,89.58,20.6,18.53,19.57,26.1,14.82,0.73,0.16
TURRIALBA,octubre,2020,31.99,1190.4944,15.11,11.54,25.13,0.97,0.99,0.96,-999.0,419.9,92.39,20.64,19.12,19.88,25.92,16.48,0.64,0.13
TURRIALBA,noviembre,2020,23.450000000000003,899.2059999999999,13.64,10.7,23.33,0.97,0.99,0.96,-999.0,485.29,92.52,20.39,18.89,19.64,26.19,16.56,0.82,0.14
TURRIALBA,diciembre,2020,12.95,506.73599999999993,15.25,10.31,22.71,0.95,0.96,0.93,-999.0,334.01,91.87,19.48,17.84,18.66,24.26,13.57,1.29,0.15
OREAMUNO,enero,2020,19.425,423.725,15.95,10.51,23.3,0.89,0.91,0.89,-999.0,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15
OREAMUNO,febrero,2020,26.6,559.5209999999997,19.76,11.33,25.38,0.81,0.81,0.82,-999.0,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16
OREAMUNO,marzo,2020,33.25,805.646,22.22,12.25,27.48,0.68,0.67,0.68,-999.0,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15
OREAMUNO,abril,2020,27.48,685.79,17.83,11.84,26.44,0.65,0.66,0.68,-999.0,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15
OREAMUNO,mayo,2020,29.75,762.38,15.58,11.88,26.04,0.72,0.73,0.76,-999.0,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13
OREAMUNO,junio,2020,46.03,1209.5,15.27,11.85,25.81,0.9,0.92,0.91,-999.0,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14
OREAMUNO,julio,2020,52.5,1310.31,15.97,11.98,26.12,0.94,0.96,0.93,-999.0,216.41,90.94,20.28,18.47,19.38,25.75,14.07,1.0,0.12
OREAMUNO,agosto,2020,23.1,555.59,15.82,12.07,26.39,0.93,0.95,0.92,-999.0,242.73,90.98,20.66,18.83,19.75,27.24,14.97,0.88,0.13
OREAMUNO,septiembre,2020,1.05,22.36,16.92,12.08,26.34,0.95,0.97,0.94,-999.0,266.41,89.58,20.6,18.53,19.57,26.1,14.82,0.73,0.16
OREAMUNO,octubre,2020,,,15.11,11.54,25.13,0.97,0.99,0.96,-999.0,419.9,92.39,20.64,19.12,19.88,25.92,16.48,0.64,0.13
OREAMUNO,noviembre,2020,23.1,503.01,13.64,10.7,23.33,0.97,0.99,0.96,-999.0,485.29,92.52,20.39,18.89,19.64,26.19,16.56,0.82,0.14
OREAMUNO,diciembre,2020,31.15,823.0319999999999,15.25,10.31,22.71,0.95,0.96,0.93,-999.0,334.01,91.87,19.48,17.84,18.66,24.26,13.57,1.29,0.15
EL GUARCO,enero,2020,4.221,122.54399999999998,15.95,10.51,23.3,0.9,0.9,0.9,-999.0,155.51,85.45,21.29,18.52,19.9,25.88,17.9,1.25,0.46
EL GUARCO,febrero,2020,4.725,128.129,19.76,11.33,25.38,0.81,0.81,0.83,-999.0,56.48,81.26,21.43,17.81,19.62,26.8,16.45,1.5,0.51
EL GUARCO,marzo,2020,4.637499999999999,122.339,22.22,12.25,27.48,0.67,0.66,0.66,-999.0,26.42,72.04,22.08,16.19,19.14,28.85,16.74,1.37,0.5
EL GUARCO,abril,2020,2.28,66.24,17.83,11.84,26.44,0.67,0.68,0.72,-999.0,253.89,79.38,22.38,18.07,20.23,30.29,16.5,0.83,0.43
EL GUARCO,mayo,2020,2.4,58.42,15.58,11.88,26.04,0.75,0.76,0.81,-999.0,262.74,86.53,22.39,19.76,21.08,28.04,18.83,0.85,0.45
EL GUARCO,junio,2020,8.879999999999999,208.65,15.27,11.85,25.81,0.91,0.93,0.93,-999.0,435.22,89.52,21.64,19.6,20.62,26.81,17.83,0.87,0.48
EL GUARCO,julio,2020,3.36,89.34,15.97,11.98,26.12,0.96,0.97,0.95,-999.0,288.55,87.53,21.18,18.78,19.98,26.74,17.01,0.8,0.43
EL GUARCO,agosto,2020,3.115,66.32279999999999,15.82,12.07,26.39,0.96,0.97,0.94,-999.0,339.64,89.04,21.45,19.29,20.37,27.39,16.86,0.9,0.48
EL GUARCO,septiembre,2020,,,16.92,12.08,26.34,0.97,0.98,0.95,-999.0,352.68,89.47,21.2,19.12,20.16,26.04,17.29,0.91,0.52
EL GUARCO,octubre,2020,,,15.11,11.54,25.13,0.97,0.99,0.96,-999.0,383.6,91.05,21.18,19.46,20.32,26.28,18.48,1.1,0.55
EL GUARCO,noviembre,2020,,,13.64,10.7,23.33,0.98,0.99,0.96,-999.0,410.19,92.06,20.69,19.15,19.92,25.64,17.59,1.09,0.52
EL GUARCO,diciembre,2020,,,15.25,10.31,22.71,0.95,0.96,0.93,-999.0,341.6,86.32,20.55,17.95,19.25,24.88,16.12,0.96,0.44
CARTAGO,enero,2020,51.25399999999999,1225.5641999999996,15.95,10.51,23.3,0.89,0.91,0.89,-999.0,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15
CARTAGO,febrero,2020,57.435,1380.9384,19.76,11.33,25.38,0.81,0.81,0.82,-999.0,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16
CARTAGO,marzo,2020,54.46,1371.082,22.22,12.25,27.48,0.68,0.67,0.68,-999.0,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15
CARTAGO,abril,2020,25.03,598.23,17.83,11.84,26.44,0.65,0.66,0.68,-999.0,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15
CARTAGO,mayo,2020,4.55,99.36,15.58,11.88,26.04,0.72,0.73,0.76,-999.0,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13
CARTAGO,junio,2020,13.06,293.53,15.27,11.85,25.81,0.9,0.92,0.91,-999.0,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14
CARTAGO,julio,2020,38.43,927.12,15.97,11.98,26.12,0.94,0.96,0.93,-999.0,216.41,90.94,20.28,18.47,19.38,25.75,14.07,1.0,0.12
CARTAGO,agosto,2020,57.51,1475.4899999999998,15.82,12.07,26.39,0.93,0.95,0.92,-999.0,242.73,90.98,20.66,18.83,19.75,27.24,14.97,0.88,0.13
CARTAGO,septiembre,2020,17.85,466.99,16.92,12.08,26.34,0.95,0.97,0.94,-999.0,266.41,89.58,20.6,18.53,19.57,26.1,14.82,0.73,0.16
CARTAGO,octubre,2020,13.23,312.984,15.11,11.54,25.13,0.97,0.99,0.96,-999.0,419.9,92.39,20.64,19.12,19.88,25.92,16.48,0.64,0.13
CARTAGO,noviembre,2020,0.35,8.28,13.64,10.7,23.33,0.97,0.99,0.96,-999.0,485.29,92.52,20.39,18.89,19.64,26.19,16.56,0.82,0.14
CARTAGO,diciembre,2020,28.524999999999995,660.9923999999999,15.25,10.31,22.71,0.95,0.96,0.93,-999.0,334.01,91.87,19.48,17.84,18.66,24.26,13.57,1.29,0.15
ALVARADO,enero,2020,50.92499999999998,1274.4990000000005,15.95,10.51,23.3,0.89,0.91,0.89,-999.0,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15
ALVARADO,febrero,2020,39.02499999999999,905.8319999999998,19.76,11.33,25.38,0.81,0.81,0.82,-999.0,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16
ALVARADO,marzo,2020,39.62,980.2732,22.22,12.25,27.48,0.68,0.67,0.68,-999.0,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15
ALVARADO,abril,2020,102.335,2473.339,17.83,11.84,26.44,0.65,0.66,0.68,-999.0,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15
ALVARADO,mayo,2020,105.80500000000002,2642.3136,15.58,11.88,26.04,0.72,0.73,0.76,-999.0,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13
ALVARADO,junio,2020,100.625,2768.6249999999995,15.27,11.85,25.81,0.9,0.92,0.91,-999.0,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14
ALVARADO,julio,2020,115.85,3066.71,15.97,11.98,26.12,0.94,0.96,0.93,-999.0,216.41,90.94,20.28,18.47,19.38,25.75,14.07,1.0,0.12
ALVARADO,agosto,2020,115.08,3206.634,15.82,12.07,26.39,0.93,0.95,0.92,-999.0,242.73,90.98,20.66,18.83,19.75,27.24,14.97,0.88,0.13
ALVARADO,septiembre,2020,49.69999999999999,1376.1360000000002,16.92,12.08,26.34,0.95,0.97,0.94,-999.0,266.41,89.58,20.6,18.53,19.57,26.1,14.82,0.73,0.16
ALVARADO,octubre,2020,47.60000000000001,1244.07,15.11,11.54,25.13,0.97,0.99,0.96,-999.0,419.9,92.39,20.64,19.12,19.88,25.92,16.48,0.64,0.13
ALVARADO,noviembre,2020,40.71,1199.982,13.64,10.7,23.33,0.97,0.99,0.96,-999.0,485.29,92.52,20.39,18.89,19.64,26.19,16.56,0.82,0.14
ALVARADO,diciembre,2020,69.195,1908.8298000000004,15.25,10.31,22.71,0.95,0.96,0.93,-999.0,334.01,91.87,19.48,17.84,18.66,24.26,13.57,1.29,0.15
TURRIALBA,enero,2021,10.15,385.434,16.64,10.51,23.4,0.91,0.92,0.9,-999.0,101.45,90.49,19.21,17.3,18.26,24.24,13.59,1.48,0.15
TURRIALBA,febrero,2021,15.05,589.536,17.81,11.3,25.22,0.79,0.8,0.8,-999.0,42.93,87.9,19.7,17.33,18.52,25.43,15.41,1.41,0.17
TURRIALBA,marzo,2021,3.85,114.48,19.22,12.2,27.26,0.7,0.7,0.72,-999.0,161.12,85.54,19.69,16.7,18.2,26.89,13.38,1.59,0.16
TURRIALBA,abril,2021,33.95,1022.688,16.09,12.17,26.9,0.77,0.78,0.8,-999.0,292.17,88.86,20.68,18.42,19.55,26.94,15.34,1.2,0.14
TURRIALBA,mayo,2021,48.64999999999999,1578.552,15.41,12.05,26.51,0.85,0.86,0.87,-999.0,319.96,91.07,20.85,19.06,19.95,27.07,15.95,1.17,0.14
TURRIALBA,junio,2021,79.8,2604.632,16.51,11.94,26.13,0.9,0.91,0.9,-999.0,295.87,90.93,20.84,19.0,19.92,25.98,15.07,0.84,0.15
TURRIALBA,julio,2021,24.36,770.8320000000001,14.79,11.98,26.19,0.93,0.94,0.92,-999.0,306.55,91.44,20.84,19.11,19.97,25.91,16.23,1.06,0.13
TURRIALBA,agosto,2021,42.7,1296.588,15.51,12.15,26.55,0.96,0.98,0.95,-999.0,384.7,91.23,20.42,18.68,19.55,25.09,15.62,0.73,0.14
TURRIALBA,septiembre,2021,41.3,1242.32,16.11,12.16,26.49,0.96,0.98,0.95,-999.0,238.49,90.36,20.69,18.76,19.73,26.4,16.71,0.73,0.14
TURRIALBA,octubre,2021,32.19999999999999,975.2,15.69,11.57,25.19,0.95,0.97,0.94,-999.0,235.75,90.83,20.73,18.89,19.81,26.15,16.38,0.72,0.15
TURRIALBA,noviembre,2021,15.4,463.68,14.43,10.75,23.51,0.91,0.92,0.9,-999.0,122.78,90.33,19.84,17.87,18.85,25.94,14.78,1.04,0.14
TURRIALBA,diciembre,2021,50.4,1620.4,15.52,10.33,22.73,0.87,0.88,0.88,-999.0,129.66,91.61,19.86,18.17,19.01,24.62,16.47,1.35,0.14
OREAMUNO,enero,2021,24.149999999999995,601.7489999999999,16.64,10.51,23.4,0.91,0.92,0.9,-999.0,101.45,90.49,19.21,17.3,18.26,24.24,13.59,1.48,0.15
OREAMUNO,febrero,2021,55.12500000000001,1419.1919999999998,17.81,11.3,25.22,0.79,0.8,0.8,-999.0,42.93,87.9,19.7,17.33,18.52,25.43,15.41,1.41,0.17
OREAMUNO,marzo,2021,81.55000000000001,2008.906,19.22,12.2,27.26,0.7,0.7,0.72,-999.0,161.12,85.54,19.69,16.7,18.2,26.89,13.38,1.59,0.16
OREAMUNO,abril,2021,24.675,609.4999999999999,16.09,12.17,26.9,0.77,0.78,0.8,-999.0,292.17,88.86,20.68,18.42,19.55,26.94,15.34,1.2,0.14
OREAMUNO,mayo,2021,25.689999999999998,617.5559999999999,15.41,12.05,26.51,0.85,0.86,0.87,-999.0,319.96,91.07,20.85,19.06,19.95,27.07,15.95,1.17,0.14
OREAMUNO,junio,2021,14.35,396.44,16.51,11.94,26.13,0.9,0.91,0.9,-999.0,295.87,90.93,20.84,19.0,19.92,25.98,15.07,0.84,0.15
OREAMUNO,julio,2021,20.825,596.144,14.79,11.98,26.19,0.93,0.94,0.92,-999.0,306.55,91.44,20.84,19.11,19.97,25.91,16.23,1.06,0.13
OREAMUNO,agosto,2021,12.425,351.4960000000001,15.51,12.15,26.55,0.96,0.98,0.95,-999.0,384.7,91.23,20.42,18.68,19.55,25.09,15.62,0.73,0.14
OREAMUNO,septiembre,2021,21.175,564.1320000000001,16.11,12.16,26.49,0.96,0.98,0.95,-999.0,238.49,90.36,20.69,18.76,19.73,26.4,16.71,0.73,0.14
OREAMUNO,octubre,2021,13.649999999999997,395.8040000000001,15.69,11.57,25.19,0.95,0.97,0.94,-999.0,235.75,90.83,20.73,18.89,19.81,26.15,16.38,0.72,0.15
OREAMUNO,noviembre,2021,13.65,348.88,14.43,10.75,23.51,0.91,0.92,0.9,-999.0,122.78,90.33,19.84,17.87,18.85,25.94,14.78,1.04,0.14
OREAMUNO,diciembre,2021,53.9,1394.15,15.52,10.33,22.73,0.87,0.88,0.88,-999.0,129.66,91.61,19.86,18.17,19.01,24.62,16.47,1.35,0.14
EL GUARCO,enero,2021,,,16.64,10.51,23.4,0.92,0.93,0.91,-999.0,89.5,83.28,20.43,17.27,18.85,25.01,15.05,1.1,0.46
EL GUARCO,febrero,2021,0.875,18.02,17.81,11.3,25.22,0.78,0.77,0.8,-999.0,39.59,81.37,21.15,17.54,19.34,26.33,16.16,1.15,0.46
EL GUARCO,marzo,2021,52.675,1403.864,19.22,12.2,27.26,0.69,0.69,0.72,-999.0,160.78,75.57,21.47,16.45,18.96,27.56,14.95,1.27,0.48
EL GUARCO,abril,2021,3.696,92.94928000000002,16.09,12.17,26.9,0.77,0.78,0.82,-999.0,331.05,84.57,21.74,18.7,20.22,27.74,16.06,1.0,0.47
EL GUARCO,mayo,2021,3.5524999999999998,91.5628,15.41,12.05,26.51,0.89,0.9,0.9,-999.0,304.82,87.93,21.72,19.4,20.56,27.1,17.3,0.85,0.45
EL GUARCO,junio,2021,6.859999999999999,167.1408,16.51,11.94,26.13,0.93,0.94,0.93,-999.0,292.59,88.85,21.48,19.3,20.39,26.27,16.98,0.8,0.47
EL GUARCO,julio,2021,3.33,83.736,14.79,11.98,26.19,0.95,0.96,0.94,-999.0,410.7,88.11,21.62,19.34,20.48,26.73,18.61,0.75,0.41
EL GUARCO,agosto,2021,1.23,26.072000000000003,15.51,12.15,26.55,0.98,0.99,0.96,-999.0,430.11,90.8,21.06,19.26,20.16,25.8,17.86,0.8,0.49
EL GUARCO,septiembre,2021,0.175,4.876,16.11,12.16,26.49,0.97,0.99,0.96,-999.0,348.02,89.11,21.27,19.16,20.22,26.14,18.65,0.77,0.47
EL GUARCO,octubre,2021,0.175,4.876,15.69,11.57,25.19,0.97,0.98,0.96,-999.0,336.1,90.73,21.25,19.42,20.33,26.12,18.24,0.82,0.49
EL GUARCO,noviembre,2021,1.75,37.26,14.43,10.75,23.51,0.94,0.95,0.93,-999.0,189.89,86.2,20.7,18.04,19.37,25.6,16.92,0.74,0.41
EL GUARCO,diciembre,2021,2.98,81.14,15.52,10.33,22.73,0.91,0.91,0.9,-999.0,124.25,85.65,20.9,18.19,19.55,25.31,17.55,0.78,0.39
CARTAGO,enero,2021,43.617,1038.3699599999998,16.64,10.51,23.4,0.91,0.92,0.9,-999.0,101.45,90.49,19.21,17.3,18.26,24.24,13.59,1.48,0.15
CARTAGO,febrero,2021,33.39,760.8491999999998,17.81,11.3,25.22,0.79,0.8,0.8,-999.0,42.93,87.9,19.7,17.33,18.52,25.43,15.41,1.41,0.17
CARTAGO,marzo,2021,27.685,680.062,19.22,12.2,27.26,0.7,0.7,0.72,-999.0,161.12,85.54,19.69,16.7,18.2,26.89,13.38,1.59,0.16
CARTAGO,abril,2021,15.715,365.662,16.09,12.17,26.9,0.77,0.78,0.8,-999.0,292.17,88.86,20.68,18.42,19.55,26.94,15.34,1.2,0.14
CARTAGO,mayo,2021,10.57,255.0784,15.41,12.05,26.51,0.85,0.86,0.87,-999.0,319.96,91.07,20.85,19.06,19.95,27.07,15.95,1.17,0.14
CARTAGO,junio,2021,5.249999999999999,126.776,16.51,11.94,26.13,0.9,0.91,0.9,-999.0,295.87,90.93,20.84,19.0,19.92,25.98,15.07,0.84,0.15
CARTAGO,julio,2021,25.97,650.5867999999999,14.79,11.98,26.19,0.93,0.94,0.92,-999.0,306.55,91.44,20.84,19.11,19.97,25.91,16.23,1.06,0.13
CARTAGO,agosto,2021,87.89,2214.38,15.51,12.15,26.55,0.96,0.98,0.95,-999.0,384.7,91.23,20.42,18.68,19.55,25.09,15.62,0.73,0.14
CARTAGO,septiembre,2021,79.07,2074.84,16.11,12.16,26.49,0.96,0.98,0.95,-999.0,238.49,90.36,20.69,18.76,19.73,26.4,16.71,0.73,0.14
CARTAGO,octubre,2021,48.65,1307.19,15.69,11.57,25.19,0.95,0.97,0.94,-999.0,235.75,90.83,20.73,18.89,19.81,26.15,16.38,0.72,0.15
CARTAGO,noviembre,2021,36.4,945.14,14.43,10.75,23.51,0.91,0.92,0.9,-999.0,122.78,90.33,19.84,17.87,18.85,25.94,14.78,1.04,0.14
CARTAGO,diciembre,2021,73.14999999999999,1829.754,15.52,10.33,22.73,0.87,0.88,0.88,-999.0,129.66,91.61,19.86,18.17,19.01,24.62,16.47,1.35,0.14
ALVARADO,enero,2021,19.39,564.0336,16.64,10.51,23.4,0.91,0.92,0.9,-999.0,101.45,90.49,19.21,17.3,18.26,24.24,13.59,1.48,0.15
ALVARADO,febrero,2021,47.355,1338.5828,17.81,11.3,25.22,0.79,0.8,0.8,-999.0,42.93,87.9,19.7,17.33,18.52,25.43,15.41,1.41,0.17
ALVARADO,marzo,2021,41.440000000000005,1111.7196,19.22,12.2,27.26,0.7,0.7,0.72,-999.0,161.12,85.54,19.69,16.7,18.2,26.89,13.38,1.59,0.16
ALVARADO,abril,2021,131.63500000000002,3528.358,16.09,12.17,26.9,0.77,0.78,0.8,-999.0,292.17,88.86,20.68,18.42,19.55,26.94,15.34,1.2,0.14
ALVARADO,mayo,2021,142.485,3885.0696,15.41,12.05,26.51,0.85,0.86,0.87,-999.0,319.96,91.07,20.85,19.06,19.95,27.07,15.95,1.17,0.14
ALVARADO,junio,2021,97.405,2862.004,16.51,11.94,26.13,0.9,0.91,0.9,-999.0,295.87,90.93,20.84,19.0,19.92,25.98,15.07,0.84,0.15
ALVARADO,julio,2021,83.78999999999999,2564.1804,14.79,11.98,26.19,0.93,0.94,0.92,-999.0,306.55,91.44,20.84,19.11,19.97,25.91,16.23,1.06,0.13
ALVARADO,agosto,2021,35.74,1150.31,15.51,12.15,26.55,0.96,0.98,0.95,-999.0,384.7,91.23,20.42,18.68,19.55,25.09,15.62,0.73,0.14
ALVARADO,septiembre,2021,46.02499999999999,1545.9039999999998,16.11,12.16,26.49,0.96,0.98,0.95,-999.0,238.49,90.36,20.69,18.76,19.73,26.4,16.71,0.73,0.14
ALVARADO,octubre,2021,23.624999999999996,734.3679999999999,15.69,11.57,25.19,0.95,0.97,0.94,-999.0,235.75,90.83,20.73,18.89,19.81,26.15,16.38,0.72,0.15
ALVARADO,noviembre,2021,44.7,1551.816,14.43,10.75,23.51,0.91,0.92,0.9,-999.0,122.78,90.33,19.84,17.87,18.85,25.94,14.78,1.04,0.14
ALVARADO,diciembre,2021,50.05,1458.584,15.52,10.33,22.73,0.87,0.88,0.88,-999.0,129.66,91.61,19.86,18.17,19.01,24.62,16.47,1.35,0.14
TURRIALBA,enero,2022,47.94999999999999,1588.1039999999998,18.93,10.64,23.72,0.77,0.78,0.78,-999.0,43.42,87.92,18.99,16.58,17.79,24.56,15.2,1.47,0.18
TURRIALBA,febrero,2022,69.99999999999999,2298.528,19.48,11.52,25.69,0.67,0.67,0.67,-999.0,46.31,84.07,19.11,15.82,17.46,24.92,12.54,1.62,0.17
TURRIALBA,marzo,2022,13.65,362.794,20.52,12.14,27.02,0.69,0.69,0.71,-999.0,222.83,84.93,20.12,16.93,18.52,27.35,14.26,1.41,0.14
TURRIALBA,abril,2022,40.774999999999984,970.15008,16.19,12.13,26.56,0.72,0.73,0.75,-999.0,247.76,87.36,20.8,18.18,19.49,27.35,15.8,1.09,0.15
TURRIALBA,mayo,2022,56.34999999999999,1347.52272,15.32,12.04,26.04,0.81,0.83,0.85,-999.0,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.68,0.15
TURRIALBA,junio,2022,102.2,2430.76288,14.87,11.97,25.82,0.93,0.94,0.93,-999.0,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.71,0.15
TURRIALBA,julio,2022,14.7,395.7944,14.79,11.94,25.84,0.96,0.97,0.95,-999.0,230.37,92.15,20.62,19.04,19.84,25.66,16.29,1.0,0.12
TURRIALBA,agosto,2022,24.5,811.44,15.89,12.09,26.21,0.93,0.95,0.92,-999.0,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.83,0.15
TURRIALBA,septiembre,2022,35.14,1163.84,15.73,11.98,25.95,0.95,0.97,0.94,-999.0,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.62,0.15
TURRIALBA,octubre,2022,19.6,649.15,14.53,11.5,24.85,0.97,0.98,0.95,-999.0,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.79,0.15
TURRIALBA,noviembre,2022,32.2,1066.61,12.72,10.65,22.93,0.96,0.98,0.95,-999.0,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.75,0.14
TURRIALBA,diciembre,2022,18.9,580.3,15.11,10.19,22.34,0.92,0.94,0.91,-999.0,104.96,90.88,19.42,17.6,18.51,24.12,15.47,1.44,0.16
OREAMUNO,enero,2022,48.650000000000006,1327.077,18.93,10.64,23.72,0.77,0.78,0.78,-999.0,43.42,87.92,18.99,16.58,17.79,24.56,15.2,1.47,0.18
OREAMUNO,febrero,2022,46.024999999999984,1351.2959999999996,19.48,11.52,25.69,0.67,0.67,0.67,-999.0,46.31,84.07,19.11,15.82,17.46,24.92,12.54,1.62,0.17
OREAMUNO,marzo,2022,76.09,1973.332,20.52,12.14,27.02,0.69,0.69,0.71,-999.0,222.83,84.93,20.12,16.93,18.52,27.35,14.26,1.41,0.14
OREAMUNO,abril,2022,54.43,1502.52,16.19,12.13,26.56,0.72,0.73,0.75,-999.0,247.76,87.36,20.8,18.18,19.49,27.35,15.8,1.09,0.15
